"Maquinaria","Hardware","Software","CapacitacionP","EstudioMer","Ventas_anuales2014"
"Si","No","No","Si","No",4.1971221E7
"Si","No","No","No","No",414922.0
"No","No","No","No","No",4.099E7
"No","No","No","No","No",380000.0
"No","No","No","No","No",1.1149618E7
"No","No","No","Si","No",1.4475461E7
"No","No","No","No","No",2580627.0
"No","No","No","No","No",3893453.0
"No","No","No","No","No",1.3540953E7
"Si","No","No","No","No",3960819.0
"No","No","No","No","No",3.7874386E7
"No","No","No","No","No",2174191.0
"No","Si","No","Si","Si",1493329.0
"Si","Si","No","No","No",730985.0
"No","No","No","No","No",12144.0
"No","No","No","No","No",368275.0
"No","Si","No","Si","No",400000.0
"Si","Si","No","Si","Si",8887879.0
"No","No","Si","No","No",2000000.0
"No","No","Si","No","No",240000.0
"No","No","No","No","No",175935.0
"No","No","No","No","No",445710.0
"No","No","No","No","No",3.3520029E7
"Si","Si","No","No","No",2917268.0
"No","No","No","No","No",91892.0
"No","No","No","No","No",1.73E7
"Si","No","No","No","No",20000.0
"No","No","No","No","No",3.0991934E7
"No","No","No","No","No",648351.0
"Si","Si","Si","Si","No",1.5E8
"Si","No","No","No","No",6000000.0
"No","No","No","No","No",260642.0
"No","No","No","Si","No",785601.0
"Si","Si","No","Si","No",239872.0
"No","No","No","No","No",5782212.0
"No","No","No","No","No",542428.0
"No","No","No","No","No",4.3931774E7
"No","No","No","No","No",379941.0
"No","No","No","No","No",1950938.0
"No","No","No","No","No",718185.0
"No","No","No","No","No",2.8758324E7
"Si","Si","No","Si","No",1280144.0
"No","No","No","No","No",2663055.0
"No","No","No","No","No",2001179.0
"Si","No","Si","Si","No",4457059.0
"Si","No","Si","Si","No",2425481.0
"No","Si","Si","No","No",3913107.0
"No","No","No","No","No",582700.0
"No","No","No","No","No",6836185.0
"Si","No","No","No","No",363001.0
"No","No","No","No","No",1.5E7
"No","No","No","No","No",2631376.0
"Si","Si","Si","Si","No",4436852.0
"No","No","No","No","No",1.6012358E7
"Si","No","Si","Si","No",205340.0
"No","No","No","No","No",1.0940571E7
"No","No","No","No","No",1887795.0
"No","No","No","No","No",376360.0
"No","No","Si","Si","No",3779327.0
"No","No","No","No","No",3955298.0
"No","No","No","No","No",6284806.0
"No","No","No","No","No",1430235.0
"Si","No","Si","Si","No",5443011.0
"No","No","No","No","No",545000.0
"No","No","No","No","No",1.7736216E7
"No","No","No","No","No",442567.0
"Si","No","Si","No","No",1.1562761E7
"No","No","No","No","No",527436.0
"No","No","No","No","No",8700790.0
"No","No","No","No","No",536741.0
"No","No","No","No","No",4468311.0
"Si","No","Si","Si","Si",120000.0
"No","No","Si","Si","No",4060737.0
"No","No","No","No","No",15000.0
"No","No","No","No","No",670000.0
"Si","No","Si","Si","No",2.1422667E7
"No","No","No","No","No",190000.0
"No","No","No","No","No",5569670.0
"Si","No","No","No","No",316057.0
"Si","No","No","No","No",481000.0
"No","No","No","No","No",200000.0
"No","No","No","No","No",3.7E7
"No","No","No","No","No",201280.0
"No","No","No","No","No",1431315.0
"No","No","Si","No","No",120394.0
"No","No","No","No","No",508000.0
"No","No","No","No","No",382158.0
"Si","No","No","No","No",759255.0
"No","No","No","No","No",128980.0
"No","No","No","No","No",382883.0
"No","No","No","No","No",755169.0
"No","No","No","No","No",128292.0
"Si","No","Si","No","No",560000.0
"No","No","No","No","No",855342.0
"Si","No","No","No","No",643775.0
"No","No","No","No","No",605914.0
"No","Si","Si","Si","Si",5.8590282E7
"Si","No","No","No","No",75000.0
"No","No","No","No","No",6789134.0
"No","No","No","No","No",90064.0
"No","No","No","No","No",5978490.0
"No","Si","No","No","No",1.3534039E7
"Si","Si","Si","Si","Si",1.55217586E8
"No","No","No","Si","No",4884814.0
"No","No","No","No","No",300000.0
"No","No","No","No","No",197421.0
"No","No","No","No","No",3000000.0
"No","No","No","No","No",2391370.0
"No","Si","Si","Si","No",1.0097142E7
"No","No","No","No","No",839733.0
"No","No","No","No","No",4614364.0
"No","No","No","No","No",8353078.0
"No","No","No","No","No",2.8761521E7
"No","No","No","No","No",11359.0
"No","No","No","No","No",50000.0
"No","Si","No","Si","No",438689.0
"No","No","No","No","No",150000.0
"No","No","No","No","No",1097661.0
"No","No","Si","No","No",4.6018245E7
"No","No","No","No","No",176431.0
"Si","Si","Si","No","No",5361850.0
"No","No","No","No","No",375000.0
"No","No","No","No","No",1026508.0
"No","No","No","No","No",700000.0
"No","Si","No","Si","No",3.3894128E7
"No","No","No","No","No",9321493.0
"No","No","No","No","No",3.4227343E7
"No","No","No","No","No",4345869.0
"Si","Si","Si","Si","No",3644911.0
"No","No","No","No","No",5970000.0
"No","No","No","No","No",1.7007365E7
"No","No","No","No","No",2160795.0
"No","No","No","No","No",4.4231701E7
"No","No","Si","No","No",789123.0
"No","No","No","No","No",6500000.0
"No","No","No","Si","Si",7.7293547E7
"Si","No","No","No","No",355151.0
"Si","No","No","Si","No",289927.0
"Si","Si","Si","Si","No",1.126E7
"No","No","No","No","No",1.4687038E7
"No","No","No","No","No",3.7592966E7
"No","No","No","No","No",2.0231907E7
"Si","No","No","No","No",465000.0
"No","No","No","No","No",1.3350411E7
"Si","Si","Si","Si","No",705386.0
"No","No","No","No","No",2522938.0
"Si","No","No","No","No",1.4190563E7
"No","Si","Si","Si","No",180000.0
"Si","No","No","Si","No",7500000.0
"Si","Si","Si","Si","No",795170.0
"No","No","No","No","No",80000.0
"Si","No","No","No","No",2.7E7
"No","No","No","No","No",2647744.0
"No","No","No","No","No",1002435.0
"No","No","No","No","No",3.6208853E7
"No","No","No","Si","No",1580362.0
"Si","No","No","No","No",1.19693E7
"Si","No","No","No","No",725352.0
"Si","No","No","No","No",209719.0
"No","No","No","No","No",130413.0
"No","No","No","No","No",120000.0
"Si","Si","Si","Si","No",1500000.0
"No","No","No","No","No",6153619.0
"No","No","No","No","No",235106.0
"Si","No","No","Si","No",270000.0
"No","No","No","No","No",3400000.0
"No","No","Si","Si","Si",5100000.0
"No","No","No","No","No",7598000.0
"No","No","No","No","No",769800.0
"No","No","No","No","No",1438356.0
"No","No","No","No","No",713472.0
"No","No","No","No","No",430700.0
"No","No","No","No","No",3.2694E7
"No","No","No","No","No",5986336.0
"No","No","No","No","No",120000.0
"Si","No","Si","Si","No",7747072.0
"No","No","No","No","No",895023.0
"No","No","No","No","No",95500.0
"Si","No","No","No","No",1327465.0
"No","No","No","No","No",8743261.0
"Si","No","No","Si","No",2105000.0
"No","No","No","No","No",259866.0
"Si","No","No","No","No",397500.0
"No","No","No","No","No",3906183.0
"No","No","No","Si","No",446904.0
"No","No","No","No","No",2.8798358E7
"No","No","No","No","No",6149749.0
"Si","No","No","No","No",3036196.0
"No","No","No","No","No",2356771.0
"No","No","No","No","No",360000.0
"No","No","No","No","No",1.3080922E7
"No","No","No","No","No",4231864.0
"No","No","No","No","No",2280000.0
"No","No","No","No","No",2.087748E7
"Si","Si","Si","Si","Si",5600169.0
"Si","No","No","Si","No",6705076.0
"No","No","No","No","No",3000000.0
"Si","No","No","Si","No",2056272.0
"Si","Si","Si","Si","No",4116000.0
"No","No","No","No","No",158070.0
"No","No","Si","Si","No",54202.0
"No","No","No","No","No",2.352698E7
"No","No","Si","No","Si",1.3368989E7
"No","No","No","No","No",7263754.0
"No","No","No","No","No",183667.0
"Si","No","No","Si","No",2.9974491E7
"No","No","No","No","No",312000.0
"No","No","No","No","No",7.2E7
"Si","Si","Si","Si","No",3522000.0
"No","No","No","No","No",100000.0
"No","No","No","No","No",599240.0
"No","No","No","No","No",1419105.0
"No","No","No","No","No",297700.0
"No","No","No","No","No",70000.0
"No","No","No","No","No",1300000.0
"No","No","No","No","No",7438889.0
"No","No","No","No","No",2348164.0
"Si","No","No","Si","No",6742000.0
"No","No","No","No","No",860127.0
"No","No","No","No","No",450000.0
"No","No","No","No","No",132629.0
"No","No","No","No","No",7941849.0
"Si","No","No","Si","No",1800000.0
"No","No","No","No","No",253412.0
"No","No","No","No","No",5912000.0
"No","No","No","No","No",1000000.0
"No","No","No","No","No",1619000.0
"No","No","No","No","No",7550448.0
"No","No","No","No","No",1804416.0
"Si","No","Si","No","No",2.593043E7
"Si","No","No","Si","No",1.1800109E7
"No","No","Si","Si","No",1249780.0
"No","No","No","No","No",1780000.0
"No","No","No","No","No",10000.0
"Si","Si","Si","Si","No",50000.0
"No","No","No","No","No",3429000.0
"No","No","No","No","No",248489.0
"Si","No","No","Si","No",6666383.0
"No","No","No","No","No",3582620.0
"No","No","No","No","No",400000.0
"No","No","No","No","No",5197878.0
"Si","No","No","No","No",542704.0
"No","No","No","No","No",5.44883E7
"No","No","No","No","No",1.1006042E7
"No","No","No","No","No",463925.0
"No","No","No","No","No",1.1425315E7
"Si","No","No","No","No",1120634.0
"No","No","No","No","Si",998818.0
"No","No","No","No","No",1507233.0
"Si","Si","No","Si","No",758631.0
"No","No","No","No","No",3763075.0
"No","No","Si","Si","No",1.1547113E7
"No","No","No","No","No",1340377.0
"No","Si","No","No","No",6939485.0
"Si","Si","Si","Si","No",5.4342789E7
"Si","Si","Si","No","No",5.0827064E7
"No","No","No","No","No",1519314.0
"No","No","No","No","No",3.70878482E8
"No","No","No","No","No",1.242E7
"No","No","No","No","No",2692258.0
"No","No","Si","Si","No",1.21190475E8
"No","No","No","No","No",1.7114152E7
"No","No","No","No","No",1.93542065E8
"No","No","No","No","No",1.9513588E7
"No","No","No","No","No",310738.0
"Si","No","No","No","Si",1.19104E7
"Si","Si","No","Si","No",9200000.0
"No","No","No","No","No",264324.0
"No","Si","Si","Si","No",3747008.0
"No","No","No","No","No",9841885.0
"No","No","No","No","No",1.710191E7
"No","No","No","No","No",1.1890611E7
"No","Si","Si","Si","No",6288998.0
"No","No","No","No","No",8251387.0
"No","No","No","No","No",64338.0
"No","No","No","No","No",2089297.0
"Si","No","Si","No","No",6800269.0
"Si","No","No","Si","No",1.6120746E7
"No","No","No","No","No",2723892.0
"No","No","No","No","No",4.2515017E7
"No","Si","Si","No","No",359258.0
"No","No","No","No","No",1747344.0
"No","No","No","No","No",3.8747545E7
"No","No","No","No","No",1167421.0
"No","No","No","No","No",2827001.0
"No","No","Si","No","No",1.7187E7
"Si","No","No","No","No",1.2390119E7
"No","Si","No","Si","No",5.7296222E7
"No","No","No","No","No",1.8941102E7
"No","No","No","No","No",483072.0
"Si","No","No","No","No",6260966.0
"No","No","Si","No","No",6000000.0
"Si","Si","Si","Si","No",1.6700655E7
"Si","Si","No","Si","No",2978769.0
"No","No","No","No","No",856089.0
"Si","Si","Si","Si","No",5892693.0
"No","No","No","No","No",4753000.0
"Si","No","Si","No","Si",1722679.0
"Si","No","Si","Si","Si",2.0533257E7
"Si","Si","Si","Si","No",5260072.0
"No","No","No","No","No",4668751.0
"No","No","No","No","No",4073220.0
"Si","Si","Si","Si","No",5420789.0
"No","No","No","No","No",4538296.0
"No","No","No","No","No",5200000.0
"No","No","No","No","No",5729999.0
"No","No","No","No","No",476935.0
"No","No","No","Si","No",1.138E7
"Si","No","No","No","No",1.8453724E7
"No","No","No","No","No",400000.0
"No","No","No","No","No",105720.0
"Si","Si","No","Si","No",6.7079818E7
"No","No","Si","No","No",5500000.0
"Si","Si","No","No","No",2649581.0
"No","No","No","No","No",8686542.0
"No","No","No","No","No",1031090.0
"Si","No","No","No","No",6.8297615E7
"No","No","No","No","No",5930007.0
"No","No","No","No","No",291158.0
"No","No","No","Si","No",3.0224E7
"No","No","No","No","No",2330924.0
"Si","No","No","No","No",2.0797898E7
"No","No","No","No","No",6.4386565E8
"No","No","No","Si","No",1080000.0
"Si","No","No","Si","No",1.8901006E7
"Si","Si","Si","Si","No",7.7175092E7
"No","No","No","No","No",2442797.0
"Si","No","No","No","No",85000.0
"Si","No","No","No","No",7.1285321E7
"No","No","No","No","No",3684176.0
"Si","No","Si","No","No",3.2067026E7
"Si","Si","No","Si","No",2.7776802E7
"No","No","No","No","No",1.17781337E8
"No","No","No","No","No",2573000.0
"No","No","Si","Si","No",6306150.0
"No","No","No","No","No",1715410.0
"Si","No","Si","Si","No",5268135.0
"No","No","No","No","No",1.4E7
"No","No","No","No","No",5515893.0
"Si","No","No","No","No",1495316.0
"No","No","No","No","No",2.0E7
"No","No","No","No","No",1.0044354E7
"No","No","No","No","No",1449317.0
"Si","Si","Si","No","No",1.2881532E7
"Si","No","Si","No","No",8896559.0
"No","No","No","No","No",4.443925E7
"Si","No","No","No","No",55000.0
"No","No","No","No","No",421571.0
"No","No","Si","Si","No",2.3362838E7
"No","No","No","No","No",826345.0
"No","No","No","No","No",1170650.0
"Si","No","No","Si","No",1.18E7
"No","No","No","No","No",1.0197265E7
"No","No","No","Si","Si",7.0318196E7
"No","No","Si","Si","No",2.7779397E7
"No","No","No","No","No",3624485.0
"Si","No","Si","Si","No",3.243822E7
"No","No","No","No","No",9083344.0
"No","No","No","No","No",1.33643E8
"Si","No","No","No","No",3315056.0
"Si","No","No","No","No",4835741.0
"No","Si","No","Si","Si",4.7222E7
"No","No","No","No","No",1.5946136E7
"No","No","No","No","No",6.7336536E7
"Si","No","No","Si","No",8520615.0
"Si","No","No","Si","No",3800000.0
"No","No","No","No","No",4.2137974E7
"No","No","No","No","No",3906486.0
"No","No","Si","Si","No",2241761.0
"No","No","No","No","No",4.9176293E7
"Si","No","No","No","No",150000.0
"Si","No","No","No","No",1007998.0
"Si","Si","Si","No","No",834045.0
"Si","Si","No","No","No",8286904.0
"No","No","No","No","No",5.534427E7
"No","No","No","No","No",3001452.0
"No","No","No","No","No",4898000.0
"No","No","No","No","No",3.5094998E7
"Si","Si","No","Si","No",186976.0
"Si","No","No","No","No",1.92541989E8
"No","No","No","No","No",3214000.0
"Si","No","No","No","No",4702986.0
"No","No","No","No","No",6123841.0
"No","No","No","Si","Si",7.192969E7
"No","No","No","No","No",2.7734548E7
"Si","No","No","No","No",1.49076393E8
"Si","No","Si","No","No",3.3276E7
"Si","No","No","Si","No",3448932.0
"Si","No","No","No","No",1.392724E7
"No","Si","Si","Si","No",9181346.0
"No","No","No","No","No",4.3181363E7
"No","No","No","No","No",3.5751938E7
"No","No","No","No","No",4678313.0
"No","Si","Si","Si","No",4777512.0
"Si","No","No","No","No",4.1558211E7
"Si","No","Si","Si","No",1.2248066E7
"No","No","No","No","No",443909.0
"No","No","No","No","No",2.4599E7
"No","No","No","No","No",3.0918779E7
"Si","No","No","No","No",1611787.0
"No","No","No","No","No",1.9362894E7
"No","No","No","No","No",6.9418094E7
"Si","No","No","No","No",1.191774E7
"No","No","No","No","No",3800000.0
"Si","Si","Si","No","No",5361539.0
"Si","No","Si","Si","No",1305153.0
"No","Si","Si","No","No",4.1026191E7
"No","No","No","No","No",1.1529735E7
"Si","No","No","No","No",1.1676504E7
"No","No","No","No","No",425000.0
"No","No","No","No","No",1.4185413E7
"No","Si","Si","Si","Si",2.2082469E7
"No","No","No","Si","No",5.0785696E7
"Si","No","No","Si","No",1.4318783E7
"No","No","No","No","No",9.0386662E7
"No","Si","No","Si","No",1.3E8
"No","No","No","No","No",1.0553638E7
"Si","Si","Si","No","Si",1.0409387E7
"No","No","No","No","No",6928968.0
"Si","No","No","No","No",2.1306626E7
"No","No","No","No","No",6170995.0
"No","No","No","No","No",966212.0
"No","No","No","No","No",1.1058398E7
"Si","No","No","No","No",5576602.0
"Si","No","No","No","No",1.1304423E8
"No","No","No","No","No",1.0E7
"Si","No","Si","Si","No",1.1768622E7
"No","No","No","No","No",1068000.0
"No","Si","Si","No","No",2002473.0
"Si","No","No","No","No",8373772.0
"No","No","Si","No","No",586286.0
"No","No","Si","No","No",1067230.0
"No","Si","Si","No","No",4.10757297E8
"No","No","No","Si","No",3.23449239E8
"No","No","No","No","No",3.0471084E8
"No","No","No","No","No",1.5977239E7
"No","No","Si","No","No",2.18777146E8
"No","No","Si","No","No",6.055875E7
"No","No","No","No","No",5.987062E7
"No","Si","Si","Si","No",5050497.0
"No","Si","Si","Si","No",4.1230417E8
"No","No","No","No","No",1.2403496E7
"No","Si","Si","No","No",4.1876946E7
"No","Si","Si","Si","Si",2.09676466E8
"Si","No","Si","Si","Si",60000.0
"No","No","No","No","No",4840074.0
"No","No","No","No","No",1862570.0
"No","No","No","No","No",1000000.0
"Si","Si","Si","Si","Si",1.765E7
"No","No","Si","Si","No",8438000.0
"No","No","No","No","No",1438544.0
"No","No","No","No","No",732922.0
"Si","Si","Si","Si","Si",3226919.0
"No","No","No","No","No",1103280.0
"No","Si","Si","No","No",9110079.0
"No","No","No","No","No",760352.0
"Si","Si","Si","Si","No",3.6E7
"Si","No","No","Si","Si",6359883.0
"Si","No","Si","No","No",4036056.0
"No","No","Si","Si","Si",4.087075E7
"No","No","No","Si","No",3.1038954E7
"No","Si","Si","Si","Si",4.315255E7
"No","No","No","Si","Si",3.1696833E7
"Si","No","No","No","No",1.6538632E7
"No","No","No","No","No",1.2636947E7
"Si","No","Si","No","No",661000.0
"No","No","No","No","No",140000.0
"No","No","Si","No","No",668417.0
"Si","Si","Si","Si","No",983035.0
"Si","No","Si","No","No",3.0208164E7
"No","Si","Si","No","No",1.8378719E7
"No","Si","Si","Si","No",2423804.0
"No","No","No","No","No",460110.0
"No","Si","Si","Si","No",1.2658663E7
"No","No","Si","No","No",4.8363289E7
"Si","No","Si","Si","No",1.654179E7
"Si","No","No","No","Si",1356788.0
"Si","Si","Si","Si","No",1.5E7
"No","No","No","No","No",6994000.0
"No","No","No","No","No",256286.0
"Si","No","No","No","No",4048053.0
"Si","Si","Si","No","No",4000000.0
"No","No","Si","No","No",1.3000381E7
"No","No","No","No","No",7.6311811E7
"No","No","No","No","No",1259763.0
"No","No","No","No","No",350000.0
"No","No","No","No","No",3.5572536E7
"No","Si","No","Si","No",3.03237071E8
"No","No","No","Si","No",76032.0
"Si","No","No","No","No",1100000.0
"No","No","No","No","No",2.7142382E7
"No","Si","Si","Si","No",4454268.0
"Si","No","No","No","No",1.6820343E7
"No","No","No","No","No",400000.0
"No","No","No","No","No",1070671.0
"No","No","Si","No","No",3.2309E7
"Si","No","No","No","No",2389172.0
"No","No","No","No","No",8500000.0
"No","No","No","No","No",5.3095E7
"Si","Si","Si","No","No",2.8640316E7
"No","No","No","No","No",1.8186305E7
"No","No","No","No","No",4.9355488E7
"No","No","No","Si","No",1.7729057E7
"No","No","No","No","No",1.96798368E8
"Si","Si","No","No","No",6.98482007E8
"No","No","No","No","No",4.6766078E7
"No","No","No","No","No",1615271.0
"No","No","No","No","No",7323708.0
"Si","Si","Si","Si","No",5072310.0
"No","No","No","No","No",68800.0
"No","No","No","No","No",291456.0
"No","No","No","No","No",3.023962E7
"Si","Si","Si","Si","No",2000000.0
"No","No","No","No","No",393399.0
"No","No","No","No","No",1148866.0
"No","No","No","No","No",1000000.0
"No","No","No","No","No",2094000.0
"No","No","No","No","No",3155279.0
"Si","No","Si","No","No",860973.0
"Si","Si","Si","Si","No",120000.0
"No","No","No","No","No",180000.0
"No","No","No","No","No",1917876.0
"No","No","No","No","No",360000.0
"No","No","No","No","No",8231000.0
"No","No","Si","No","No",1.0202039E7
"No","No","No","No","No",1.0951466E7
"No","Si","Si","No","No",9774818.0
"No","No","No","No","No",1861526.0
"No","No","No","No","No",3500000.0
"No","No","No","No","No",3381221.0
"No","No","No","No","No",3320000.0
"No","No","No","No","No",8.1826219E7
"No","Si","Si","No","No",1408043.0
"No","No","No","No","No",385961.0
"No","No","No","No","No",287852.0
"No","No","No","Si","No",1800.0
"No","No","No","No","No",675086.0
"No","No","No","No","No",558020.0
"No","No","No","No","No",745229.0
"No","No","No","No","No",7497241.0
"No","No","No","No","No",1.55160808E8
"No","No","No","No","No",1.7196175E7
"No","No","No","No","No",1.0383293E7
"Si","No","No","No","No",6125736.0
"Si","Si","No","No","No",843927.0
"No","No","No","Si","No",7500000.0
"No","No","Si","No","No",6592072.0
"No","No","No","No","No",3919229.0
"No","No","No","No","No",2.5074864E7
"No","No","No","No","No",4.7529972E7
"No","No","No","No","No",2.9510035E7
"Si","Si","Si","Si","No",8600000.0
"No","No","No","No","No",7546164.0
"No","No","No","No","No",797987.0
"No","No","No","No","No",3814397.0
"No","No","No","No","No",602441.0
"No","No","No","No","No",2167790.0
"Si","No","No","Si","No",2300000.0
"Si","Si","Si","Si","No",1.51E7
"No","No","No","No","No",1208872.0
"No","No","No","No","No",2168332.0
"Si","Si","No","Si","No",8555310.0
"No","No","No","No","No",2787300.0
"No","No","No","No","No",72000.0
"No","No","No","No","No",3241597.0
"No","No","No","No","No",460000.0
"No","No","No","No","No",1286130.0
"No","No","No","No","No",1042147.0
"No","Si","Si","Si","No",292565.0
"Si","Si","Si","No","No",674635.0
"No","No","No","No","No",1.0733E7
"No","No","No","No","No",5.4920786E7
"No","No","Si","Si","No",800000.0
"Si","No","No","Si","No",797114.0
"No","No","No","No","No",1.0447186E7
"No","No","No","No","No",2156157.0
"No","No","No","No","No",7130001.0
"No","Si","Si","Si","No",1.1020038E7
"No","No","No","No","No",7867203.0
"No","No","No","No","No",1600000.0
"No","Si","Si","Si","No",9300000.0
"Si","Si","Si","No","No",2.03909485E8
"No","No","No","No","No",423449.0
"No","No","Si","Si","No",636461.0
"No","No","No","No","No",2.7285662E7
"No","No","No","No","No",1.0563552E7
"Si","No","No","No","No",886000.0
"No","Si","No","No","No",2400000.0
"No","No","No","No","No",584000.0
"No","No","No","No","No",171093.0
"No","No","No","No","No",1741017.0
"No","No","No","No","No",153227.0
"No","No","No","No","No",110000.0
"No","No","No","No","No",2630096.0
"No","No","No","No","No",480000.0
"Si","No","No","Si","No",5.7042183E7
"No","No","No","No","No",1773461.0
"No","No","No","No","No",240000.0
"No","No","No","No","No",626377.0
"No","No","No","No","No",775159.0
"No","No","No","Si","No",3927192.0
"No","No","No","No","No",5889910.0
"No","No","No","Si","Si",7341161.0
"Si","Si","Si","No","No",8856812.0
"Si","No","No","No","No",852867.0
"No","No","Si","Si","Si",5008912.0
"No","No","No","No","No",5385486.0
"No","No","No","No","No",1800000.0
"Si","No","No","Si","No",594292.0
"Si","Si","Si","Si","No",58600.0
"No","No","No","No","No",5214339.0
"Si","No","No","No","No",337000.0
"No","No","No","No","No",8.3535961E7
"No","No","No","No","No",1247298.0
"No","No","No","No","No",5723464.0
"No","No","Si","Si","No",2.89091178E8
"No","No","No","No","No",178301.0
"No","No","No","No","No",1528879.0
"Si","No","No","Si","No",417824.0
"No","No","No","Si","No",350000.0
"No","No","No","No","No",839443.0
"No","No","No","No","No",457892.0
"No","Si","Si","No","No",192793.0
"No","No","No","No","No",1.06949208E8
"No","No","No","No","No",3771776.0
"No","No","No","No","No",1200000.0
"No","No","No","No","No",31869.0
"Si","Si","Si","No","No",1.00635718E8
"No","Si","No","Si","No",191555.0
"Si","Si","No","No","No",5583780.0
"No","No","No","No","No",1149756.0
"No","No","No","No","No",8349971.0
"Si","No","No","No","No",1.7984866E7
"No","No","No","No","No",2476453.0
"Si","No","No","No","No",1.19709376E8
"No","No","No","No","No",247800.0
"No","No","No","No","No",5627186.0
"Si","No","No","No","No",266030.0
"No","No","No","No","No",36000.0
"No","No","No","No","No",4.0815882E7
"No","No","No","No","No",4.6598347E7
"No","No","No","No","No",5227357.0
"No","No","No","No","No",6399336.0
"Si","Si","No","No","No",504720.0
"No","No","No","No","No",1.0888569E7
"No","No","No","No","No",8400000.0
"Si","No","Si","No","No",1.1726582E7
"No","No","No","No","No",2217000.0
"No","No","No","No","No",576110.0
"No","No","No","No","No",3413461.0
"No","No","No","No","No",1379000.0
"No","No","No","No","No",149753.0
"No","No","No","No","No",3.5157492E7
"No","No","No","No","No",1.1111346E7
"No","No","No","No","No",4.1295995E7
"No","No","No","No","No",23836.0
"No","No","No","No","No",174728.0
"No","No","No","No","No",262776.0
"No","No","No","Si","Si",110000.0
"Si","No","No","Si","No",4816704.0
"No","No","No","No","No",916520.0
"No","No","No","No","No",1816058.0
"Si","No","No","No","No",716102.0
"No","No","No","No","No",554556.0
"No","No","No","No","No",114788.0
"Si","No","Si","No","No",3.23196366E8
"No","No","No","No","No",77676.0
"Si","No","No","No","No",160920.0
"No","No","No","No","No",354046.0
"No","No","No","No","No",3625179.0
"No","No","No","No","No",480289.0
"No","No","No","No","No",1297564.0
"No","No","Si","No","No",2.1030387E7
"Si","No","No","No","No",93238.0
"No","No","No","No","No",4914286.0
"No","No","No","No","No",4007481.0
"No","No","No","No","No",1.0103933E8
"No","No","No","No","No",1.3141083E7
"Si","Si","Si","No","No",319626.0
"No","No","No","No","No",1493695.0
"No","No","No","No","No",247172.0
"No","No","Si","Si","No",2.5644552E7
"No","No","No","No","No",9000000.0
"Si","No","No","No","No",2508320.0
"No","No","No","No","No",1869033.0
"No","Si","Si","Si","No",6888658.0
"No","No","No","No","No",5470387.0
"No","No","No","Si","Si",288004.0
"Si","No","No","Si","No",214993.0
"No","No","No","No","No",508180.0
"No","No","No","No","No",343306.0
"Si","Si","Si","No","No",345544.0
"Si","No","No","No","No",185000.0
"No","No","No","No","No",158561.0
"No","No","No","No","No",100000.0
"Si","No","No","No","No",90000.0
"No","No","No","No","No",460000.0
"No","No","No","No","Si",209159.0
"No","No","No","No","No",1.1226817E7
"No","No","No","No","No",4096256.0
"No","No","Si","No","No",1208271.0
"No","No","No","Si","No",75000.0
"Si","No","No","No","No",5000000.0
"Si","No","No","Si","No",336711.0
"Si","No","No","No","No",60000.0
"No","No","No","No","No",69951.0
"No","No","No","No","No",3000000.0
"No","No","No","No","No",190353.0
"Si","No","No","Si","No",255527.0
"No","No","No","No","No",703530.0
"No","No","No","No","No",900000.0
"Si","Si","No","No","No",554000.0
"No","No","No","No","No",601050.0
"No","No","No","No","No",228000.0
"No","No","No","No","No",1719882.0
"Si","Si","No","Si","Si",610000.0
"Si","No","No","No","No",117452.0
"Si","Si","No","Si","No",30000.0
"No","No","No","No","No",630132.0
"No","No","No","No","No",1054348.0
"No","No","No","No","No",100000.0
"No","No","No","No","No",114445.0
"No","No","No","No","No",1186994.0
"No","No","No","No","No",205000.0
"Si","No","No","Si","No",140000.0
"Si","Si","No","Si","No",436864.0
"No","No","No","No","No",515404.0
"No","No","No","No","No",145190.0
"Si","Si","No","No","No",336000.0
"No","No","No","No","No",51000.0
"No","No","No","No","No",286000.0
"Si","Si","No","No","No",412058.0
"No","No","No","No","No",90000.0
"No","No","No","No","No",700000.0
"No","No","No","No","No",210000.0
"No","No","No","No","No",200000.0
"Si","No","No","No","No",347112.0
"Si","No","No","No","No",300000.0
"No","No","No","No","No",465308.0
"No","No","No","No","No",13443.0
"Si","No","Si","No","Si",508738.0
"No","No","No","No","No",488372.0
"No","No","No","No","No",198067.0
"Si","Si","No","Si","No",874000.0
"No","Si","No","No","No",220000.0
"No","No","No","No","No",5442.0
"No","No","No","No","No",536625.0
"Si","No","No","No","No",784042.0
"No","No","No","No","No",350000.0
"No","No","No","No","No",180000.0
"Si","No","No","No","No",306000.0
"Si","No","No","No","No",210000.0
"No","Si","No","Si","No",110258.0
"No","No","No","No","No",594506.0
"No","No","No","No","No",57448.0
"No","No","No","No","No",34637.0
"No","No","No","No","No",1314275.0
"No","No","No","No","No",130000.0
"Si","No","Si","No","No",304589.0
"No","No","No","No","No",297497.0
"No","No","No","No","No",135875.0
"No","No","No","No","No",907260.0
"No","No","No","No","No",95000.0
"No","No","No","No","No",22665.0
"No","No","No","No","No",270321.0
"No","No","No","No","No",180000.0
"No","No","No","No","No",120621.0
"No","No","No","No","No",297599.0
"No","No","No","No","No",1209972.0
"Si","No","No","No","No",137652.0
"No","No","No","No","No",61815.0
"No","No","No","No","No",164886.0
"Si","No","No","No","No",183841.0
"Si","No","No","No","No",852941.0
"No","No","No","No","No",2619204.0
"Si","No","No","Si","No",98700.0
"No","No","No","No","No",617990.0
